Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
60,No,Travel_Rarely,258,Human Resources,2,3,Marketing,1,756,3,Male,33,4,1,Healthcare Representative,4,Divorced,7164,16686,3,Y,No,18,3,3,80,0,40,3,3,4,4,1,0
41,No,Travel_Rarely,676,Research & Development,2,4,Medical,1,757,4,Female,79,3,2,Sales Executive,2,Divorced,7086,5550,1,Y,No,13,3,2,80,2,22,2,4,3,0,0,3
39,No,Travel_Frequently,1244,Research & Development,3,2,Life Sciences,1,758,4,Male,81,3,3,Manufacturing Director,4,Married,9889,23331,1,Y,No,15,3,3,80,1,20,3,4,20,4,4,3
29,No,Travel_Rarely,1073,Research & Development,9,3,Life Sciences,1,759,4,Female,62,3,2,Sales Executive,1,Married,6260,2779,0,Y,Yes,12,4,1,80,1,11,2,4,11,6,2,5
43,No,Travel_Rarely,110,Research & Development,4,4,Human Resources,1,760,4,Female,77,4,3,Laboratory Technician,3,Divorced,9767,4655,0,Y,Yes,15,3,4,80,1,25,2,4,13,9,0,2
32,No,Travel_Frequently,665,Research & Development,5,3,Medical,1,761,1,Male,68,3,1,Sales Executive,3,Single,4852,4986,1,Y,No,16,3,1,80,0,12,2,3,5,1,1,5
38,No,Travel_Frequently,161,Research & Development,25,4,Technical Degree,1,762,3,Female,74,3,2,Sales Executive,3,Single,5135,15247,1,Y,No,16,3,3,80,0,19,2,3,11,2,2,2
60,Yes,Travel_Frequently,1043,Sales,18,3,Medical,1,763,2,Male,72,2,1,Research Scientist,3,Single,5852,17538,6,Y,No,17,3,1,80,0,40,2,3,1,1,1,1
36,No,Travel_Frequently,1456,Research & Development,18,3,Medical,1,764,2,Female,77,3,4,Laboratory Technician,4,Single,10867,12149,1,Y,No,11,3,4,80,1,17,1,4,6,1,0,2
47,No,Non-Travel,1017,Sales,9,3,Technical Degree,1,765,4,Male,44,2,4,Manufacturing Director,4,Married,11790,9283,3,Y,No,15,3,2,80,2,29,2,3,29,3,3,4
31,No,Travel_Rarely,415,Research & Development,19,3,Medical,1,766,3,Female,49,3,1,Sales Executive,4,Married,4625,22250,0,Y,No,14,3,1,80,1,11,2,2,2,1,1,2
37,No,Travel_Rarely,598,Sales,15,2,Life Sciences,1,767,4,Female,61,3,4,Laboratory Technician,3,Married,11784,3795,2,Y,Yes,12,4,3,80,0,19,2,3,11,1,0,1
53,No,Travel_Rarely,1466,Research & Development,29,3,Medical,1,768,1,Male,61,4,2,Sales Executive,3,Single,8568,9075,2,Y,No,13,3,4,80,1,32,5,2,5,2,0,0
31,No,Travel_Rarely,415,Research & Development,2,3,Technical Degree,1,769,4,Male,84,4,1,Laboratory Technician,2,Married,5856,3068,9,Y,Yes,12,4,4,80,0,10,3,4,0,0,0,0
53,No,Travel_Rarely,886,Research & Development,1,3,Life Sciences,1,770,1,Female,56,3,2,Manufacturing Director,4,Married,6192,2440,5,Y,No,16,3,2,80,0,32,4,3,10,2,0,2
43,Yes,Travel_Rarely,661,Research & Development,3,4,Life Sciences,1,771,2,Female,41,3,1,Laboratory Technician,1,Married,7027,10895,2,Y,Yes,16,4,4,80,0,23,3,2,1,1,0,0
32,No,Travel_Rarely,1175,Research & Development,25,3,Life Sciences,1,772,3,Male,48,4,2,Healthcare Representative,2,Married,5994,6946,4,Y,Yes,18,4,1,80,1,11,1,3,7,1,1,2
43,No,Travel_Rarely,1314,Sales,9,5,Other,1,773,3,Female,45,4,1,Research Scientist,2,Married,5660,8778,1,Y,No,16,3,1,80,2,23,5,4,1,1,1,1
46,No,Travel_Rarely,578,Research & Development,6,3,Life Sciences,1,774,3,Male,81,4,2,Healthcare Representative,2,Single,8789,22540,2,Y,No,15,3,3,80,1,28,4,3,21,0,0,5
43,No,Non-Travel,1025,Research & Development,7,3,Medical,1,775,4,Female,63,3,2,Laboratory Technician,4,Single,5908,6153,0,Y,No,15,3,2,80,0,25,2,3,2,1,1,0
23,No,Travel_Rarely,869,Sales,17,4,Medical,1,776,3,Male,80,2,2,Laboratory Technician,2,Divorced,5637,21526,1,Y,No,17,3,4,80,0,3,2,3,2,2,1,1
30,Yes,Travel_Frequently,491,Research & Development,25,3,Life Sciences,1,777,2,Female,59,2,1,Manufacturing Director,4,Divorced,5567,18906,1,Y,No,11,4,4,80,0,12,2,2,1,1,0,1
35,No,Travel_Rarely,482,Research & Development,13,3,Medical,1,778,2,Male,92,4,3,Sales Executive,3,Married,8266,10224,3,Y,Yes,15,3,1,80,0,17,4,2,17,1,1,3
36,No,Non-Travel,854,Research & Development,14,2,Life Sciences,1,779,3,Male,99,1,2,Manufacturing Director,4,Single,7611,15706,2,Y,Yes,16,3,2,80,0,16,1,3,9,0,0,1
43,No,Travel_Frequently,317,Sales,4,3,Medical,1,780,3,Male,77,3,2,Manufacturing Director,3,Married,7901,13163,3,Y,No,20,3,3,80,1,22,3,3,9,4,0,6
39,No,Travel_Rarely,1235,Research & Development,7,3,Marketing,1,781,3,Male,90,3,1,Research Scientist,2,Married,5455,5292,2,Y,No,12,3,3,80,0,19,3,3,5,1,1,2
25,No,Travel_Rarely,198,Sales,20,5,Technical Degree,1,782,2,Male,66,1,1,Sales Executive,3,Married,4759,24687,0,Y,No,12,3,4,80,2,6,1,3,5,5,1,2
40,No,Travel_Rarely,234,Sales,15,3,Life Sciences,1,783,4,Male,95,4,1,Sales Executive,3,Single,6596,16280,3,Y,No,11,3,4,80,0,22,3,2,1,1,0,1
42,No,Non-Travel,580,Research & Development,11,5,Human Resources,1,784,1,Female,88,3,1,Research Director,2,Single,6042,24016,4,Y,No,11,3,3,80,0,22,3,4,6,1,1,6
42,No,Travel_Frequently,267,Research & Development,2,4,Medical,1,785,3,Male,99,1,2,Manufacturing Director,2,Married,8263,22611,6,Y,Yes,15,3,2,80,0,24,2,3,2,1,1,1
47,No,Travel_Frequently,767,Research & Development,1,3,Human Resources,1,786,3,Male,74,4,3,Sales Executive,1,Married,8775,4081,2,Y,No,13,4,4,80,1,26,2,2,26,2,2,0
45,No,Travel_Rarely,660,Sales,2,3,Medical,1,787,2,Male,85,3,1,Research Scientist,2,Single,6426,7256,4,Y,Yes,13,3,2,80,1,27,4,2,11,0,0,1
41,No,Travel_Rarely,1110,Research & Development,9,4,Medical,1,788,4,Male,68,4,1,Laboratory Technician,3,Single,5871,5712,3,Y,Yes,15,3,4,80,0,21,2,2,4,0,0,0
36,Yes,Travel_Frequently,1433,Research & Development,8,5,Other,1,789,3,Male,48,3,1,Manager,2,Married,5899,22785,0,Y,Yes,17,3,1,80,3,15,3,2,1,1,1,0
22,No,Travel_Rarely,1155,Research & Development,27,2,Human Resources,1,790,3,Male,55,3,1,Sales Executive,4,Divorced,2954,23573,0,Y,No,15,3,3,80,0,1,2,3,1,1,1,1
41,No,Travel_Rarely,353,Research & Development,12,3,Medical,1,791,3,Male,93,2,1,Research Scientist,4,Divorced,6259,15243,0,Y,No,15,3,1,80,3,20,1,3,1,1,1,1
39,No,Travel_Rarely,1409,Sales,4,3,Life Sciences,1,792,4,Male,34,3,1,Sales Representative,2,Married,4697,4689,1,Y,No,16,3,3,80,0,20,6,2,1,0,0,1
39,Yes,Non-Travel,650,Research & Development,3,1,Life Sciences,1,793,3,Male,71,3,2,Sales Executive,3,Married,8993,5472,2,Y,Yes,11,3,3,80,1,19,2,3,2,2,0,2
26,Yes,Travel_Rarely,764,Research & Development,18,3,Life Sciences,1,794,3,Male,56,4,2,Sales Executive,1,Single,5369,22355,9,Y,Yes,15,3,3,80,1,6,2,4,6,2,2,2
27,Yes,Travel_Rarely,691,Sales,7,4,Life Sciences,1,795,2,Male,57,1,2,Research Director,3,Married,5147,25235,1,Y,Yes,15,3,4,80,1,6,3,3,6,2,2,0
46,No,Travel_Rarely,494,Sales,11,3,Life Sciences,1,796,1,Male,92,3,1,Manufacturing Director,4,Married,5808,7062,3,Y,Yes,15,3,3,80,0,28,3,3,3,1,1,1
37,Yes,Travel_Frequently,1352,Sales,8,4,Technical Degree,1,797,2,Female,90,4,1,Research Scientist,2,Married,5919,2371,3,Y,Yes,13,4,2,80,0,16,2,2,1,1,1,0
43,No,Travel_Rarely,566,Sales,2,4,Life Sciences,1,798,4,Male,72,3,2,Sales Executive,1,Married,7804,10336,1,Y,Yes,14,3,4,80,1,24,4,2,4,4,1,4
37,No,Travel_Rarely,910,Research & Development,2,3,Medical,1,799,3,Female,49,3,2,Sales Executive,2,Single,8224,2854,0,Y,Yes,16,3,4,80,2,16,1,3,10,0,0,0
37,No,Travel_Rarely,437,Research & Development,5,2,Life Sciences,1,800,4,Male,63,3,2,Research Scientist,4,Single,6720,22715,2,Y,Yes,20,3,2,80,1,17,3,2,2,1,1,2
45,No,Travel_Frequently,1216,Sales,5,4,Life Sciences,1,801,2,Female,59,1,2,Sales Representative,3,Single,7128,14335,3,Y,No,11,4,4,80,0,24,2,4,2,1,1,2
32,No,Non-Travel,1184,Sales,11,4,Life Sciences,1,802,3,Female,55,1,4,Research Scientist,4,Single,9732,18080,9,Y,No,17,4,4,80,0,14,2,2,14,1,1,1
38,No,Travel_Frequently,516,Research & Development,10,4,Life Sciences,1,803,4,Male,37,4,2,Healthcare Representative,4,Single,6619,12342,1,Y,No,19,4,3,80,1,18,4,3,18,1,1,1
33,No,Travel_Rarely,1054,Research & Development,29,1,Marketing,1,804,1,Female,68,3,3,Sales Representative,1,Divorced,7482,10699,6,Y,No,11,3,2,80,0,15,3,3,15,5,4,3
33,No,Non-Travel,1085,Research & Development,19,2,Human Resources,1,805,3,Male,51,3,3,Research Scientist,1,Married,7841,7628,1,Y,No,14,3,3,80,0,12,3,2,12,7,4,7
34,No,Travel_Rarely,888,Research & Development,7,2,Life Sciences,1,806,4,Male,76,3,1,Sales Executive,3,Married,3952,21284,3,Y,No,16,3,2,80,1,14,2,3,1,1,1,1
39,No,Travel_Rarely,941,Research & Development,7,3,Medical,1,807,4,Female,52,2,1,Laboratory Technician,3,Divorced,5975,19417,2,Y,No,21,4,3,80,1,20,5,3,2,2,2,1
33,No,Travel_Rarely,905,Sales,11,4,Medical,1,808,4,Female,60,3,1,Sales Representative,3,Divorced,6024,11078,0,Y,No,22,3,3,80,0,13,2,3,3,3,1,3
48,No,Travel_Rarely,216,Sales,2,2,Technical Degree,1,809,4,Male,34,3,1,Manager,1,Married,6377,10091,0,Y,Yes,11,4,4,80,0,30,2,3,3,2,1,1
29,No,Travel_Frequently,1038,Research & Development,29,4,Marketing,1,810,3,Male,99,4,1,Sales Executive,1,Divorced,3981,2125,0,Y,No,14,3,3,80,1,9,5,3,9,2,2,9
35,No,Travel_Rarely,758,Research & Development,8,3,Medical,1,811,2,Male,66,3,2,Healthcare Representative,1,Married,7475,3677,1,Y,Yes,16,3,2,80,0,16,1,3,11,1,1,4
33,No,Travel_Rarely,715,Research & Development,23,4,Medical,1,812,4,Male,32,2,2,Laboratory Technician,4,Single,6689,17616,3,Y,Yes,17,3,4,80,2,14,1,2,9,2,0,3
50,No,Travel_Rarely,1303,Research & Development,29,5,Technical Degree,1,813,4,Female,68,3,1,Sales Representative,4,Married,7092,14910,0,Y,No,16,3,2,80,0,31,6,2,1,1,1,1
39,No,Travel_Rarely,134,Research & Development,9,2,Life Sciences,1,814,3,Male,91,3,3,Sales Executive,1,Married,8244,12923,2,Y,No,12,3,2,80,0,20,5,1,17,5,3,3
46,No,Travel_Rarely,453,Sales,2,5,Life Sciences,1,815,2,Male,84,3,2,Laboratory Technician,2,Married,7139,22703,1,Y,No,12,3,3,80,1,28,3,4,12,4,1,1
24,No,Travel_Rarely,272,Research & Development,9,2,Human Resources,1,816,3,Male,79,3,2,Sales Representative,1,Single,6501,14644,4,Y,Yes,11,3,1,80,1,4,2,3,1,0,0,0
39,No,Travel_Rarely,151,Sales,9,3,Marketing,1,817,3,Male,40,3,2,Research Scientist,4,Single,7024,11670,4,Y,Yes,11,3,4,80,0,18,2,1,14,0,0,2
45,Yes,Travel_Rarely,487,Sales,15,4,Medical,1,818,2,Male,76,3,1,Laboratory Technician,4,Married,6622,6110,4,Y,Yes,11,3,3,80,0,26,2,1,2,2,2,2
38,No,Travel_Rarely,1483,Research & Development,1,5,Medical,1,819,3,Female,84,2,1,Sales Executive,2,Single,4473,22533,2,Y,No,18,3,4,80,0,17,2,3,1,1,1,1
47,No,Travel_Frequently,480,Research & Development,7,3,Life Sciences,1,820,3,Female,70,3,3,Research Scientist,2,Married,9827,16445,1,Y,No,17,4,2,80,1,26,2,1,7,6,1,0
32,No,Travel_Rarely,1029,Human Resources,24,3,Medical,1,821,3,Female,92,2,3,Research Scientist,2,Married,8797,4397,4,Y,No,17,3,4,80,0,12,0,3,7,0,0,6
50,No,Travel_Frequently,267,Research & Development,29,4,Medical,1,822,2,Male,49,4,2,Research Director,3,Married,6690,18255,1,Y,Yes,14,3,3,80,1,29,2,2,1,1,1,1
58,Yes,Non-Travel,943,Sales,3,4,Medical,1,823,1,Female,47,2,1,Research Scientist,3,Married,6757,12680,1,Y,Yes,15,3,3,80,1,37,2,1,3,2,1,1
34,No,Travel_Frequently,1477,Sales,19,2,Marketing,1,824,3,Female,91,3,3,Laboratory Technician,3,Divorced,7067,22302,1,Y,No,14,3,4,80,1,16,3,3,16,6,3,1
33,No,Travel_Rarely,510,Research & Development,2,4,Technical Degree,1,825,3,Female,74,3,2,Manufacturing Director,4,Married,7736,24980,3,Y,No,11,3,3,80,2,12,2,4,8,0,0,3
50,No,Travel_Rarely,1287,Research & Development,18,3,Life Sciences,1,826,2,Male,30,2,4,Sales Executive,1,Married,10546,17049,3,Y,Yes,17,3,3,80,1,30,4,3,9,1,1,2
51,No,Non-Travel,1496,Research & Development,4,3,Medical,1,827,2,Male,55,3,1,Laboratory Technician,4,Married,6049,20315,3,Y,No,18,3,1,80,0,30,2,3,2,2,2,2
32,Yes,Travel_Rarely,924,Research & Development,29,3,Life Sciences,1,828,2,Male,90,2,2,Healthcare Representative,2,Single,6556,3503,1,Y,Yes,12,3,2,80,0,12,2,1,1,1,1,1
33,No,Travel_Rarely,534,Research & Development,12,3,Marketing,1,829,3,Male,32,2,2,Sales Representative,2,Single,5950,16047,0,Y,No,12,3,4,80,0,14,3,3,2,2,2,1
34,No,Travel_Rarely,1043,Research & Development,6,5,Life Sciences,1,830,4,Male,30,2,2,Manufacturing Director,4,Single,8119,20906,6,Y,Yes,16,4,4,80,1,13,2,2,2,2,2,2
25,No,Travel_Rarely,1282,Sales,4,3,Medical,1,831,4,Male,50,4,1,Manufacturing Director,4,Married,3567,14466,2,Y,No,16,3,3,80,1,4,2,3,2,2,2,1
29,No,Non-Travel,341,Research & Development,3,5,Technical Degree,1,832,4,Male,94,2,1,Sales Executive,4,Married,4224,16876,1,Y,No,17,3,4,80,0,8,3,3,1,0,0,1
28,No,Travel_Rarely,734,Research & Development,11,2,Medical,1,833,3,Female,93,4,2,Research Director,4,Divorced,5768,24482,2,Y,No,19,4,3,80,2,9,2,3,6,0,0,3
30,No,Travel_Rarely,548,Sales,21,4,Other,1,834,3,Male,66,1,1,Sales Executive,4,Single,4202,7028,1,Y,No,12,3,3,80,1,12,4,3,3,0,0,3
37,No,Travel_Rarely,498,Research & Development,14,4,Other,1,835,2,Male,69,3,2,Healthcare Representative,2,Single,6793,4541,0,Y,No,15,3,3,80,1,16,3,3,12,1,1,2
39,No,Travel_Rarely,1305,Research & Development,17,4,Life Sciences,1,836,3,Female,53,4,1,Research Scientist,4,Divorced,5882,19294,1,Y,No,12,3,3,80,0,19,1,2,1,1,0,1
51,No,Travel_Rarely,691,Human Resources,15,3,Life Sciences,1,837,3,Female,47,4,2,Research Director,4,Single,8368,22587,1,Y,Yes,12,3,2,80,0,33,2,3,4,4,1,0
28,No,Travel_Rarely,576,Sales,29,3,Other,1,838,4,Female,87,2,1,Healthcare Representative,3,Married,3993,23275,1,Y,No,14,3,3,80,1,10,3,3,0,0,0,0
46,Yes,Travel_Frequently,945,Research & Development,14,4,Other,1,839,3,Female,37,3,1,Healthcare Representative,3,Married,6035,18074,6,Y,No,19,4,4,80,0,28,3,1,5,3,3,0
35,No,Travel_Rarely,409,Sales,3,4,Life Sciences,1,840,1,Male,64,2,1,Sales Executive,4,Married,3826,22845,2,Y,No,18,3,1,80,0,14,4,3,0,0,0,0
37,No,Travel_Frequently,423,Research & Development,15,2,Life Sciences,1,841,2,Female,74,3,3,Laboratory Technician,4,Single,9787,19544,2,Y,No,15,3,1,80,3,18,3,3,18,2,0,3
43,No,Travel_Rarely,829,Sales,4,4,Life Sciences,1,842,4,Male,37,3,3,Manufacturing Director,2,Single,8915,4270,3,Y,Yes,11,4,1,80,1,24,1,1,11,0,0,4
27,No,Travel_Rarely,674,Sales,29,3,Other,1,843,2,Male,66,3,1,Healthcare Representative,4,Single,3918,21073,8,Y,Yes,16,4,2,80,1,6,1,3,5,2,2,0
40,No,Travel_Rarely,514,Research & Development,5,3,Life Sciences,1,844,2,Male,70,3,1,Sales Executive,4,Married,3843,6561,0,Y,No,16,3,3,80,1,20,3,3,1,1,1,1
38,No,Travel_Rarely,177,Research & Development,4,4,Medical,1,845,4,Male,82,2,1,Research Director,2,Married,4835,7987,4,Y,Yes,12,3,1,80,0,18,2,2,6,3,1,6
41,No,Travel_Frequently,830,Sales,3,3,Technical Degree,1,846,3,Male,46,1,1,Sales Representative,4,Single,6826,11923,2,Y,No,17,3,3,80,3,21,3,3,10,2,2,3
40,Yes,Travel_Frequently,1243,Sales,11,4,Life Sciences,1,847,1,Female,51,2,2,Research Scientist,1,Married,7609,9928,0,Y,Yes,12,3,3,80,3,19,4,4,1,0,0,1
59,No,Travel_Rarely,1291,Research & Development,2,3,Medical,1,848,1,Female,70,4,1,Manager,1,Divorced,7887,10105,1,Y,Yes,17,3,4,80,1,40,3,3,6,6,4,4
31,No,Travel_Rarely,431,Research & Development,29,1,Life Sciences,1,849,2,Male,99,1,3,Laboratory Technician,3,Single,8293,6309,2,Y,Yes,16,3,4,80,0,10,2,3,10,2,0,1
32,No,Travel_Frequently,940,Research & Development,4,3,Technical Degree,1,850,3,Male,45,3,3,Laboratory Technician,4,Married,6344,9413,3,Y,Yes,11,3,3,80,0,13,3,3,10,2,0,2
31,No,Travel_Rarely,1298,Sales,4,2,Life Sciences,1,851,4,Female,99,3,2,Research Scientist,1,Married,6696,2584,1,Y,Yes,14,3,1,80,0,13,1,2,11,9,0,7
32,No,Travel_Rarely,673,Research & Development,1,4,Marketing,1,852,2,Female,80,3,1,Laboratory Technician,4,Single,4841,13872,2,Y,Yes,15,3,1,80,1,11,3,1,11,1,1,9
31,No,Non-Travel,1404,Sales,4,3,Medical,1,853,4,Male,88,3,2,Healthcare Representative,3,Single,7277,21236,3,Y,No,16,3,4,80,0,12,3,3,12,1,0,8
48,No,Travel_Rarely,1363,Sales,6,3,Life Sciences,1,854,1,Female,36,3,1,Research Scientist,4,Married,6171,23568,1,Y,No,18,3,3,80,1,30,2,4,4,4,0,1
50,No,Non-Travel,393,Research & Development,5,2,Life Sciences,1,855,2,Male,51,3,1,Manufacturing Director,4,Divorced,5743,22527,5,Y,Yes,18,4,2,80,1,32,2,4,6,1,1,1
32,No,Travel_Rarely,464,Research & Development,4,3,Life Sciences,1,856,4,Male,34,3,3,Healthcare Representative,4,Divorced,8201,12466,5,Y,No,14,3,2,80,0,11,4,3,11,5,0,1
30,No,Travel_Rarely,354,Research & Development,1,4,Life Sciences,1,857,1,Female,56,4,2,Healthcare Representative,4,Married,6206,20285,2,Y,No,17,3,4,80,1,11,2,3,8,1,1,2
41,No,Travel_Rarely,376,Research & Development,4,2,Technical Degree,1,858,4,Male,99,4,4,Sales Executive,4,Married,11459,9264,9,Y,Yes,20,4,3,80,0,23,0,2,23,0,0,1
32,Yes,Travel_Rarely,1370,Research & Development,15,4,Technical Degree,1,859,3,Male,37,3,1,Sales Representative,1,Married,4602,3478,0,Y,No,12,3,3,80,2,11,5,3,0,0,0,0
43,Yes,Travel_Rarely,1403,Research & Development,6,5,Medical,1,860,1,Female,69,2,1,Laboratory Technician,2,Married,5008,18929,0,Y,Yes,13,3,2,80,0,25,3,3,3,1,1,3
39,No,Travel_Rarely,175,Human Resources,4,4,Medical,1,861,3,Female,30,3,3,Research Scientist,2,Married,9374,18252,1,Y,Yes,11,3,3,80,0,19,3,3,2,2,1,2
23,No,Travel_Rarely,931,Sales,4,4,Medical,1,862,3,Male,80,3,3,Research Scientist,4,Single,6969,22059,2,Y,Yes,13,3,4,80,0,2,2,3,2,2,2,2
51,No,Travel_Rarely,890,Sales,8,2,Technical Degree,1,863,4,Male,44,3,2,Laboratory Technician,1,Married,7987,17438,2,Y,Yes,16,3,4,80,3,33,5,3,2,2,2,2
53,No,Travel_Rarely,648,Research & Development,4,3,Medical,1,864,3,Male,39,3,2,Sales Representative,1,Married,7789,6001,2,Y,Yes,11,4,4,80,1,32,3,3,9,5,3,0
31,No,Travel_Rarely,984,Research & Development,10,5,Life Sciences,1,865,3,Female,54,3,1,Research Scientist,4,Married,4790,23342,0,Y,No,16,3,3,80,0,10,2,3,1,1,1,0
34,No,Travel_Rarely,1425,Sales,29,4,Life Sciences,1,866,1,Male,84,3,2,Healthcare Representative,4,Divorced,5703,17716,0,Y,No,14,3,3,80,0,15,3,3,9,5,2,5
40,No,Travel_Rarely,340,Research & Development,1,4,Medical,1,867,3,Male,37,1,2,Sales Executive,4,Single,7306,22208,5,Y,No,15,3,3,80,1,21,2,1,8,3,1,2
40,No,Travel_Rarely,270,Sales,3,4,Medical,1,868,2,Female,46,3,1,Laboratory Technician,1,Single,6424,21373,5,Y,No,11,3,2,80,0,22,2,3,2,2,2,2
43,No,Travel_Rarely,149,Research & Development,3,3,Medical,1,869,1,Male,31,2,1,Human Resources,3,Single,5637,9512,3,Y,No,15,3,4,80,3,22,2,2,2,2,2,0
55,No,Travel_Rarely,610,Sales,6,1,Life Sciences,1,870,4,Male,98,3,2,Healthcare Representative,2,Married,7786,3951,3,Y,No,20,3,3,80,3,34,2,2,7,3,3,1
35,Yes,Travel_Rarely,574,Research & Development,1,4,Marketing,1,871,2,Male,71,2,2,Sales Executive,1,Married,6507,6490,2,Y,Yes,14,3,3,80,1,15,3,2,10,2,2,3
30,No,Travel_Frequently,704,Research & Development,7,4,Life Sciences,1,872,1,Female,80,2,1,Laboratory Technician,2,Married,4757,4407,1,Y,No,11,3,4,80,3,9,1,2,9,3,0,6
25,No,Travel_Rarely,805,Sales,25,3,Life Sciences,1,873,3,Male,76,1,2,Research Scientist,2,Married,6528,8156,1,Y,No,19,3,4,80,0,6,3,4,6,1,1,6
30,No,Travel_Rarely,1161,Human Resources,1,5,Medical,1,874,4,Male,40,4,3,Research Scientist,1,Married,9323,13539,3,Y,Yes,17,4,3,80,0,9,2,3,9,1,1,2
37,No,Travel_Frequently,650,Research & Development,5,3,Life Sciences,1,875,1,Female,72,3,1,Manager,3,Married,3939,24678,2,Y,No,15,3,1,80,0,18,2,4,6,3,3,2
53,Yes,Travel_Frequently,564,Research & Development,14,3,Medical,1,876,1,Male,39,3,3,Healthcare Representative,2,Married,10251,23812,0,Y,Yes,17,3,3,80,0,33,2,2,17,1,1,5
32,No,Travel_Rarely,1257,Research & Development,3,4,Life Sciences,1,877,1,Male,58,3,1,Research Scientist,1,Married,5068,19991,8,Y,No,15,3,4,80,3,14,2,2,12,0,0,2
39,No,Travel_Frequently,1289,Sales,2,4,Medical,1,878,1,Male,70,3,3,Research Director,4,Divorced,8947,2695,5,Y,Yes,20,3,2,80,0,20,2,3,16,0,0,2
37,No,Travel_Rarely,427,Sales,10,3,Medical,1,879,3,Male,69,3,1,Laboratory Technician,4,Single,5604,10596,1,Y,No,17,3,4,80,2,19,2,3,0,0,0,0
48,No,Travel_Frequently,542,Research & Development,1,2,Life Sciences,1,880,3,Male,38,3,3,Research Scientist,4,Single,9616,19088,2,Y,No,14,3,1,80,1,30,3,3,24,1,0,5
60,No,Travel_Rarely,1255,Sales,16,2,Life Sciences,1,881,3,Male,32,1,2,Laboratory Technician,3,Married,8001,5307,6,Y,Yes,19,4,3,80,0,40,3,3,4,4,2,4
32,No,Travel_Rarely,213,Sales,2,4,Human Resources,1,882,3,Male,86,3,2,Manufacturing Director,4,Divorced,6891,22045,0,Y,No,20,3,3,80,0,14,3,3,11,1,1,1
33,No,Non-Travel,557,Sales,8,3,Medical,1,883,4,Male,81,2,2,Laboratory Technician,4,Married,7239,24871,2,Y,Yes,18,4,2,80,0,14,3,3,1,1,1,1
46,No,Travel_Rarely,728,Research & Development,13,4,Medical,1,884,3,Female,36,3,1,Laboratory Technician,3,Single,5842,10913,2,Y,Yes,16,4,4,80,0,26,4,3,4,2,2,4
43,No,Travel_Rarely,363,Research & Development,3,5,Life Sciences,1,885,4,Female,39,2,2,Laboratory Technician,3,Married,8207,19673,1,Y,No,12,3,3,80,1,22,2,3,2,2,0,0
54,No,Travel_Rarely,353,Sales,2,4,Medical,1,886,3,Female,92,3,1,Sales Executive,1,Married,6410,5785,5,Y,No,17,3,2,80,0,35,6,3,2,1,0,2
42,No,Travel_Rarely,696,Sales,3,3,Medical,1,887,4,Female,84,3,1,Manager,4,Single,5928,19299,1,Y,No,16,3,3,80,1,22,2,3,1,1,1,1
34,No,Travel_Rarely,1156,Research & Development,18,4,Medical,1,888,3,Male,100,2,1,Laboratory Technician,3,Married,3575,2628,0,Y,No,15,3,4,80,1,13,3,3,11,8,1,5
42,No,Travel_Rarely,1276,Sales,12,3,Marketing,1,889,3,Female,48,4,1,Sales Executive,4,Divorced,7514,5849,0,Y,Yes,17,4,2,80,0,24,3,2,0,0,0,0
47,No,Travel_Rarely,1470,Sales,3,2,Life Sciences,1,890,4,Male,64,4,2,Healthcare Representative,3,Married,7498,19774,0,Y,No,15,3,4,80,0,26,3,3,3,3,3,1
44,No,Travel_Rarely,205,Sales,12,1,Life Sciences,1,891,1,Female,47,2,1,Research Director,4,Married,5249,19823,1,Y,No,17,3,2,80,2,23,6,4,1,1,1,1
42,No,Travel_Rarely,405,Research & Development,12,3,Technical Degree,1,892,3,Female,74,3,2,Research Director,4,Married,7147,18062,3,Y,Yes,18,3,2,80,0,22,2,2,6,2,0,3
47,No,Travel_Rarely,1159,Research & Development,29,5,Other,1,893,3,Female,38,3,1,Research Scientist,4,Single,5121,13983,1,Y,No,11,3,1,80,0,26,2,3,2,2,1,2
48,No,Travel_Rarely,857,Research & Development,5,3,Life Sciences,1,894,4,Female,39,3,1,Sales Executive,2,Divorced,5265,18903,3,Y,No,12,3,1,80,1,30,1,3,2,2,2,2
49,Yes,Non-Travel,560,Research & Development,19,2,Medical,1,895,3,Male,35,2,2,Laboratory Technician,1,Married,8033,21366,3,Y,Yes,12,3,2,80,3,30,1,3,5,5,3,5
43,No,Travel_Rarely,389,Research & Development,6,5,Life Sciences,1,896,3,Male,79,2,2,Sales Executive,4,Married,7611,26164,1,Y,Yes,21,3,4,80,3,24,3,4,7,4,3,2
35,No,Travel_Rarely,494,Research & Development,22,1,Life Sciences,1,897,2,Male,65,4,1,Research Director,4,Married,5179,24226,2,Y,No,17,3,1,80,0,15,0,3,1,1,1,1
